Loại	Tên	Các loại phòng	Giá	Vị trí	Số đánh giá
Căn hộ Studio	♥️BALC. RIVER SUITE ♥️w/ prvt bath btw arprt & cbd	2 khách · 1 Phòng ngủ · 1 phòng tắm	462,000₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	
Biệt Thự	Biệt thự Plumeria Deluxe 2	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,800,000₫/đêm	Quận 9, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Leo's Apartment 3BRs - TIỆN NGHI ĐẦY ĐỦ	6 khách · 3 Phòng ngủ · 2 phòng tắm	2,812,223₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ Studio · Căn hộ River Gate	RIVERGATE, LE JARDIN SECRET DE SAIGON	2 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · The Tresor	TRESOR POOL & GYM, THE GREEN GARDEN STUDIO	3 khách · 1 Phòng ngủ · 1 phòng tắm	900,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Green Apartment - A2	2 khách · 1 Phòng ngủ · 1 phòng tắm	953,296₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Green Apartment - B1	2 khách · 1 Phòng ngủ · 1 phòng tắm	571,978₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Green Apartment - B2	2 khách · 1 Phòng ngủ · 1 phòng tắm	881,799₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Green Apartment - C1	2 khách · 1 Phòng ngủ · 1 phòng tắm	786,469₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Golden River Ba Son	Vinhomes Bason Grand new Arrival	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,200,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Golden River Ba Son	Leo home- 3 bedrooms apart Vinhomes Golden River#bk	6 khách · 3 Phòng ngủ · 2 phòng tắm	3,503,363₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Vinhomes Central Park:1Bed+Class Style+Good Price	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,310,782₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Luxury Studio Near Ben Thanh Market 100	2 khách · 1 Phòng ngủ · 1 phòng tắm	370,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Nhà riêng	Piglet homestay No.06 Family room	3 khách · 1 Phòng ngủ · 1 phòng tắm	404,100₫/đêm 449,000₫	Quận 3, Hồ Chí Minh, Vietnam	
Nhà riêng	BenThanh 1 Min Walk ❤Best Location 4tourists 301	2 khách · 1 Phòng ngủ · 1 phòng tắm	571,978₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Nhà riêng	Laura 's House	2 khách · 1 Phòng ngủ · 1 phòng tắm	619,642₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Millennium Masteri	Luxury 2BR Room - Masteri Millennium	7 khách · 2 Phòng ngủ · 2 phòng tắm	1,500,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Studio 1PN ★ Ban công riêng ★ Bến Thành D1	3 khách · 1 Phòng ngủ · 1 phòng tắm	1,169,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Khác	♥Staycious Fresh 3C*Near Ben Thanh Market♥	2 khách · 1 Phòng ngủ · 1 phòng tắm	450,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Nancy Cozy Relaxing Apartment 1	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,239,285₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Căn hộ Saigon Royal Residence	ViVi's house - Saigon Royal, D.4, 2br, 5 mins to downtown	4 khách · 2 Phòng ngủ · 1 phòng tắm	1,072,458₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Nancy Cozy Relaxing Apartment 2	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,239,285₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Free Netflix Skylight Room, Large Balcony on Rooftop, Near Ben Thanh Market	3 khách · 1 Phòng ngủ · 1 phòng tắm	649,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Nhà riêng	Happy Chubby Homie - Rustic room	2 khách · 1 Phòng ngủ · 1 phòng tắm	589,000₫/đêm	Quận 5, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	La Maison De Pierre - HIM LAM RIVERSIDE	6 khách · 2 Phòng ngủ · 3 phòng tắm	1,525,274₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Chung cư Wilton Tower	WILTON TOWER LUX NICE STUDIO 20%OFF FREE GYM&POOL & NETFLIX	3 khách · 1 Phòng ngủ · 1 phòng tắm	834,134₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Anhouse Saigon❤ Pink Studio ❤ Outdoor Bathtub	2 khách · 1 Phòng ngủ · 1 phòng tắm	850,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Cozy Studio ❤️ fully furnished with kitchen ⭐️ 303	2 khách · 1 Phòng ngủ · 1 phòng tắm	325,600₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	1	
Căn hộ chung cư · Căn hộ The Manor	THE MANOR*2 LUX APT NICE STU 30%OFF FREE ROOF POOL	3 khách · 1 Phòng ngủ · 1 phòng tắm	786,469₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	2 BHK*Modern Apartment 86m2*The EverRich Infinity	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,406,112₫/đêm	Quận 5, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Golden River Ba Son	SENS HOUSE - PEACEFUL CHILL HOME DISTRICT 1✨FREE AIRPORT PICKUP	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,261,500₫/đêm 1,450,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Cozrum Premier ★ 1BR Gorgeous Studio w Balcony	2 khách · 1 Phòng ngủ · 1 phòng tắm	417,067₫/đêm 595,810₫	Bình Thạnh, Hồ Chí Minh, Vietnam	
Khác	Cool SG★CoffeeLover room❤SuperCenter Dist1★Balcony	3 khách · 1 Phòng ngủ · 1 phòng tắm	560,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Một góc tĩnh lặng trên phố Tây Bùi Viện	6 khách · 1 Phòng ngủ · 1 phòng tắm	1,400,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Khác	Cool Saigon homestay ★Saigonese room❤SuperCenter Dist1 5mins to Bui Vien★Green Garden Balcony	3 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Central Park (Vinhomes Tân Cảng)	Great city view apartment	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,050,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	PVL service apartment near Thảo Điền - Sunshine With Bacony - 201	2 khách · 1 Phòng ngủ · 1 phòng tắm	396,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	PVL service apartment near Thảo Điền - Romantic style room - 104	2 khách · 1 Phòng ngủ · 1 phòng tắm	352,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Nhà riêng	Cool Saigon Homestay★Saigon Blue❤SuperCenter D1★Window&Balcony	3 khách · 1 Phòng ngủ · 1 phòng tắm	490,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	K' Sunrise, 2 mins far from Ben Thanh market,	5 khách · 2 Phòng ngủ · 1 phòng tắm	980,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	199x F6b Apt Warming Home	2 khách · 1 Phòng ngủ · 1 phòng tắm	750,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Khác	Luxury Dormitory 4 Beds In The Heart Of City	4 khách · 1 Phòng ngủ · 3 phòng tắm	1,048,626₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Masteri An Phú	MASTERI AP • 34 FLOOR • POOL GYM • NEAR THAO DIEN	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,050,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Luxury Apartment - ONE KING BED - FREE AIRPORT SHUTTLE	2 khách · 1 Phòng ngủ · 1 phòng tắm	450,000₫/đêm 500,000₫	Tân Bình, Hồ Chí Minh, Vietnam	
Nhà riêng	Piglet homestay No.05 Family room	3 khách · 1 Phòng ngủ · 1 phòng tắm	413,100₫/đêm 459,000₫	Quận 3, Hồ Chí Minh, Vietnam	
Căn hộ Studio · Căn hộ The Manor	THE MANOR 2-UNIQUE STUDIO HIGH FLOOR FULL FURNISHED	3 khách · 1 Phòng ngủ · 1 phòng tắm	857,966₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Biệt Thự	A IN VILLA, 4 bedrooms, POOL, Thao Dien	8 khách · 4 Phòng ngủ · 5 phòng tắm	5,000,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Nhà riêng	BenThanh market 50m away❤Private Balcony&Kitchen	2 khách · 1 Phòng ngủ · 1 phòng tắm	571,978₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Nhà riêng	Cách chợ Bến Thành 1 phút đi bộ Phòng 25m2 có bồn tắm 102	2 khách · 1 Phòng ngủ · 1 phòng tắm	500,480₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Khác	Independence Palace 5min ⭐ PRIVATE BALCONY ❤ L1	2 khách · 1 Phòng ngủ · 1 phòng tắm	500,480₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Golden Mansion	Your Awesome Home w/ Flight view from Big Balcony	7 khách · 2 Phòng ngủ · 2 phòng tắm	1,500,000₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Golden Mansion	Your Awesome Home w/ Flight view from Big Balcony	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,275,000₫/đêm 1,500,000₫	Phú Nhuận, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Phoenix Sai Gon	4 khách · 1 Phòng ngủ · 1 phòng tắm	1,150,000₫/đêm	Quận 5, Hồ Chí Minh, Vietnam	
Căn hộ Studio	City Ctrl Spacious Studio - Private Roof & Hottub	6 khách · 1 Phòng ngủ · 2 phòng tắm	2,025,754₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	SECC Apartment // Basement Studio with kitchen at Phu My Hung, Dist 7	3 khách · 1 Phòng ngủ · 1 phòng tắm	467,500₫/đêm 850,000₫	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Millennium Masteri	Millennium Masteri Quận 4 - View đẹp - Full nội thất	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,858,927₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Khác	Elegant Japan in Saigon - Center D1 No.3	2 khách · 1 Phòng ngủ · 1 phòng tắm	452,816₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Gateway Thảo Điền	GW-A13.03 01BR in GATEWAY Thao Dien directly River View / Free Mineral Pools, Sauna	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,250,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Nhà riêng	NICE VIEW LANDMAK-BALCONY-PRIVATE ROOM IN HOUSE-F1	3 khách · 1 Phòng ngủ · 1 phòng tắm	309,821₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ Studio · Millennium Masteri	Masteri Millennium Deluxe Family Studio	4 khách · 1 Phòng ngủ · 1 phòng tắm	1,000,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Nhà riêng	Jungle Fever♥️Relaxing Private Terrace 5min to Ben Thanh Market	3 khách · 1 Phòng ngủ · 1 phòng tắm	500,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Amanda Phan 2 // Căn hộ tiện nghi có ban công giữa lòng thành phố	3 khách · 1 Phòng ngủ · 1 phòng tắm	605,000₫/đêm 1,100,000₫	Quận 1, Hồ Chí Minh, Vietnam	1	
Căn hộ Studio	Cozrum Homes ✯1BR Modern Studio w City View	2 khách · 1 Phòng ngủ · 1 phòng tắm	510,000₫/đêm 680,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Luxury 3Brs Apt 5 mins to Airport w/ Free Gym&Pool	7 khách · 3 Phòng ngủ · 2 phòng tắm	1,800,000₫/đêm 2,000,000₫	Phú Nhuận, Hồ Chí Minh, Vietnam	
Căn hộ Studio	P"m"P /No.3 : Retro Stylish space	4 khách · 1 Phòng ngủ · 1 phòng tắm	1,700,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Chung cư New City Thủ Thiêm	City Retreat 2BR Apt in Distr 2 Close to Downtown	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,120,123₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ Studio · The Tresor	Căn hộ cao cấp đầy đủ nội thất hướng hồ bơi siêu đẹp	4 khách · 1 Phòng ngủ · 1 phòng tắm	850,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Cozrum's Home - Studio near Ben Thanh @Bitexco . 403	2 khách · 1 Phòng ngủ · 1 phòng tắm	524,313₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Căn hộ Saigon Royal Residence	DECOX HOME - DOWNTOWN - R6.27 - FREE POOL, GYM	4 khách · 1 Phòng ngủ · 1 phòng tắm	810,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Pura Vida Home ★Vintage Studio★ Perfect Getaway | Saigon Central	3 khách · 1 Phòng ngủ · 1 phòng tắm	643,475₫/đêm 714,972₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Suites room with park view Melia 1	2 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Landmark 81	99m2 2 Bedroom aparment -LANDMARK81, tallest in VN	5 khách · 2 Phòng ngủ · 2 phòng tắm	3,217,374₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Masteri Thảo Điền	MTD-T2-B15.01 Cozy 01 BR Masteri ThaoDien high floor - Pool view	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,072,458₫/đêm	Quận 2, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Căn hộ River Gate	High Floor Cozy Apartment Next To Central | Netflix	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,650,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Nhà riêng	T&H HOUSE 1.2	2 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio · Kingston Residence	H&T Apartment 1★5 mins to Airport★7 mins to Center	2 khách · 1 Phòng ngủ · 1 phòng tắm	583,894₫/đêm 834,134₫	Phú Nhuận, Hồ Chí Minh, Vietnam	1	
Căn hộ dịch vụ	Stunning 3BR + Balcony | City Central by Blue Arch	9 khách · 3 Phòng ngủ · 2 phòng tắm	2,876,400₫/đêm 3,196,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Chung cư Wilton Tower	Luxury PENTHOUSE 2BR with Lush Views Free Gym & Pool	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,715,933₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Nhà riêng	NHÀ SAIGON | Rustic Style & Spacious Room L1	2 khách · 1 Phòng ngủ · 1 phòng tắm	440,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Millennium Masteri	GREAT CITY VIEW✰STAY CENTRAL✰FREE AIRPORT PICKUP	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,120,123₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ Studio · Sunrise Cityview	Mandala.SunriseCityview-Fr Gym/Pool-D7 Near D1-4	2 khách · 1 Phòng ngủ · 1 phòng tắm	580,000₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Landmark 81	The Landmark 81 Amazing River-Green View 4Br	10 khách · 4 Phòng ngủ · 2 phòng tắm	4,742,648₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ Studio	@WHITEHOMESG - Studio with window #202	2 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio · Căn hộ River Gate	Saigon Chill Stay @IconView 0602 w SG Iconic Views	3 khách · 1 Phòng ngủ · 1 phòng tắm	850,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	The old Saigon 4	6 khách · 2 Phòng ngủ · 2 phòng tắm	1,155,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	*RedDoorz* Apartment @ Nguyen Thi Minh Khai Street - HO 1679	2 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm 500,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Biệt Thự	Biệt thự Plumeria Deluxe 1	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,800,000₫/đêm	Quận 9, Hồ Chí Minh, Vietnam	
Biệt Thự	Biệt thự Plumeria Deluxe 3	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,800,000₫/đêm	Quận 9, Hồ Chí Minh, Vietnam	
Biệt Thự	Biệt thự Plumeria Queen 1	2 khách · 1 Phòng ngủ · 1 phòng tắm	2,120,000₫/đêm	Quận 9, Hồ Chí Minh, Vietnam	
Biệt Thự	Biệt thự Plumeria Queen 2	2 khách · 1 Phòng ngủ · 1 phòng tắm	2,120,000₫/đêm	Quận 9, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Golden Mansion	Golden Mansion GM3-03.04 - 2BR - 5 MIN TO AIRPORT	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,200,000₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	
Nhà riêng	@WHITEHOMESG - Studio with Window #102	2 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Nhà riêng	@WHITEHOMESG - Studio with window #101	2 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Chung cư Central Garden	Indochina style full-furnished space with Bathtub	2 khách · 1 Phòng ngủ · 1 phòng tắm	485,100₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Orchard Garden	Airport Studio - **Comfort Queen Bed Pool & Gym**	2 khách · 1 Phòng ngủ · 1 phòng tắm	619,642₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	
Căn hộ Studio · Sunrise Cityview	Parrots.SunriseCityview-Fr Gym/Pool-D7 Near D1-4	2 khách · 1 Phòng ngủ · 1 phòng tắm	580,000₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Millennium Masteri	Millennium Luxury Apartment ⭐️ City Center ⭐️ Free Salt Water Pool	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,300,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Khác · Scenic Valley 1	Lovely Apartment ★2BR★VIEW Pool★ Gym★GOLF★MALL	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,500,000₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Co Fi Boho - Quiet & Safe apt @ Ben Thanh market!	3 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	RedDoorz Cozy Apartment Suitable for Long-Term - HO 1705	4 khách · 1 Phòng ngủ · 1 phòng tắm	572,880₫/đêm 716,100₫	Tân Bình, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	MaVie 2 - a spacious and cozy duplex in District 1	6 khách · 3 Phòng ngủ · 3 phòng tắm	1,900,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Căn hộ Saigon Royal Residence	CT HOLIC | Tropical oasis	2 khách · 1 Phòng ngủ · 1 phòng tắm	850,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Cozrum Premier - 2BR Stunning Place w Airy Balcony	4 khách · 2 Phòng ngủ · 2 phòng tắm	633,942₫/đêm 905,631₫	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · The Gold View	SEN's - 2BRs PANORAMIC View - Free INFINITY POOL	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,130,460₫/đêm 1,362,000₫	Quận 4, Hồ Chí Minh, Vietnam	
Khác	The Dorm Saigon - 1-Bunk room #105	2 khách · 1 Phòng ngủ · 2 phòng tắm	750,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio	JOO's House Studio Large Balcony Q1 - R1	2 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Cozrum Homes ✯ 1BR Tranquil Studio w Biz Centre	2 khách · 1 Phòng ngủ · 1 phòng tắm	472,500₫/đêm 630,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Căn hộ Saigon Royal Residence	DECOX HOME - DOWNTOWN – R5.27 - FREE POOL, GYM	4 khách · 1 Phòng ngủ · 1 phòng tắm	810,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ · Vinhomes Central Park (Vinhomes Tân Cảng)	Căn hộ dịch vụ 2 phòng ngủ Vinhome Central Park- cho thuê ngắn ngày	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,650,000₫/đêm	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Căn hộ Saigon Royal Residence	DECOX HOME - DOWNTOWN – R5.25 - FREE POOL, GYM	4 khách · 1 Phòng ngủ · 1 phòng tắm	810,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · The Prince Residence	The Prince Residence	5 khách · 2 Phòng ngủ · 2 phòng tắm	1,200,000₫/đêm	Phú Nhuận, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Home in Saigon apartment	2 khách · 1 Phòng ngủ · 1 phòng tắm	428,983₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · The Tresor	⭐The Tresor Sky View 3BR Apt @Saigon HCMC nr. District 1 Free Gym/Pool	9 khách · 3 Phòng ngủ · 2 phòng tắm	2,300,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Căn hộ River Gate	Khám phá Căn hộ 3 Phòng ngủ, Nội thất Tinh tế, Quang cảnh Thành phố gần Quận 1	7 khách · 3 Phòng ngủ · 2 phòng tắm	2,502,402₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ Studio	BV601 - A Glaring Rustic Loft in Bui Vien	2 khách · 1 Phòng ngủ · 1 phòng tắm	544,500₫/đêm 990,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	Sweet Room || Suitable for Couple || Near Airport - HO 1331	2 khách · 1 Phòng ngủ · 1 phòng tắm	328,000₫/đêm 410,000₫	Phú Nhuận, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	Cozrum Premier - 2BR Double Room w Family Choice	4 khách · 2 Phòng ngủ · 2 phòng tắm	633,942₫/đêm 905,631₫	Bình Thạnh, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Icon 56	Luxury Apartment⭐City Center⭐Rooftop Pool	8 khách · 3 Phòng ngủ · 2 phòng tắm	1,429,944₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Vinhomes Golden River Ba Son	DHome-Lux 5Stars Apt-2BRs-F35th River view, Dist 1	4 khách · 2 Phòng ngủ · 2 phòng tắm	1,787,430₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư · Căn hộ River Gate	#1 Cozy RiverGate Apartment	2 khách · 1 Phòng ngủ · 1 phòng tắm	790,000₫/đêm	Quận 4, Hồ Chí Minh, Vietnam	
Nhà riêng	B-homestay- Phòng 2 giường	2 khách · 1 Phòng ngủ · 1 phòng tắm	490,000₫/đêm	Quận 5, Hồ Chí Minh, Vietnam	
Nhà riêng	302 - Big room on third floor have a lovely sofa	3 khách · 1 Phòng ngủ · 1 phòng tắm	419,000₫/đêm	Quận 3, Hồ Chí Minh, Vietnam	
Nhà riêng	❤️LUXURY 5BR❤️CENTRAL DIST 1❤️TOURIST SITE❤️SAUNA	16 khách · 5 Phòng ngủ · 6 phòng tắm	4,000,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Khác	Andy's House - Studio Room with Mini kitchen	2 khách · 1 Phòng ngủ · 1 phòng tắm	750,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio · Sunrise Cityview	Căn Hộ Sunrise City View Cao Cấp, GYM & HỒ BƠI Miễn Phí, Gần Lotte Q7	2 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Quận 7, Hồ Chí Minh, Vietnam	
Căn hộ Studio	Cozrum Homes ✯ 1BR Business Lounge w Center Stay	2 khách · 1 Phòng ngủ · 1 phòng tắm	403,721₫/đêm 524,313₫	Quận 1, Hồ Chí Minh, Vietnam	
Khác	The Dorm Saigon - Single Room #202	1 khách · 1 Phòng ngủ · 2 phòng tắm	665,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ dịch vụ	JOO HOUSE Apt/1Br/55m2/near BenThanh Market/Q1-6	2 khách · 1 Phòng ngủ · 1 phòng tắm	580,000₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	The 1975 House 7	6 khách · 2 Phòng ngủ · 1 phòng tắm	1,310,782₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ Studio	BV401 - A Lovely Vintage Touch in HCMC	3 khách · 1 Phòng ngủ · 1 phòng tắm	544,500₫/đêm 990,000₫	Quận 1, Hồ Chí Minh, Vietnam	
Căn hộ chung cư	SONA chung cư 2 giường gần Bến Thành và Bùi Viện	4 khách · 1 Phòng ngủ · 1 phòng tắm	691,140₫/đêm	Quận 1, Hồ Chí Minh, Vietnam	
