Loại	Tên	Các loại phòng	Giá	Vị trí	Số đánh giá
Khác	SunSea Villa - Family room	8 khách · 1 Phòng ngủ · 1 phòng tắm	1,750,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Khác	SunSea Villa - Luxury room	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Adi Villa 83	30 khách · 4 Phòng ngủ · 4 phòng tắm	2,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Spring Homestay and Apartment 1	2 khách · 1 Phòng ngủ · 1 phòng tắm	300,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Homestay Thuỳ vân gần công viên cột cờ trung tâm bãi Sau Vũng Tàu	16 khách · 4 Phòng ngủ · 5 phòng tắm	1,700,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	YOURHOUSE villa	20 khách · 4 Phòng ngủ · 3 phòng tắm	1,800,000₫/đêm 2,000,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Khác	Homestay Thuy Van Beach	3 khách · 1 Phòng ngủ · 1 phòng tắm	180,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Villa Viet Home 5	25 khách · 5 Phòng ngủ · 4 phòng tắm	2,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Mona Villa 03 - Sea resort mini	25 khách · 5 Phòng ngủ · 5 phòng tắm	5,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Căn hộ Studio	Cỏ Mây Homestay - Phòng 2 giường	4 khách · 1 Phòng ngủ · 1 phòng tắm	431,100₫/đêm 479,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	An's Home	7 khách · 2 Phòng ngủ · 1 phòng tắm	650,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ · Vũng Tàu Melody	CoCoApartment 2BR	8 khách · 2 Phòng ngủ · 2 phòng tắm	750,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Nancy Vung Tau Villa	50 khách · 10 Phòng ngủ · 11 phòng tắm	13,800,003₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	GerberaHome Long Phụng	24 khách · 6 Phòng ngủ · 7 phòng tắm	9,900,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	Big Home Apartment - Căn Hộ View Hồ - 2 Phòng Ngủ	10 khách · 2 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Khác	Chi Homestay	26 khách · 5 Phòng ngủ · 6 phòng tắm	5,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Chung cư Vũng Tàu Plaza	Vung Tau Plaza 15th floor	15 khách · 3 Phòng ngủ · 2 phòng tắm	2,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Royal Villa 1 - MỘT BƯỚC TỚI BIỂN	30 khách · 5 Phòng ngủ · 5 phòng tắm	8,350,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Light and Night Villa	10 khách · 2 Phòng ngủ · 3 phòng tắm	2,700,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự · Chung cư Gold Sea Vũng Tàu	Biệt Thự Adi 5	40 khách · 4 Phòng ngủ · 4 phòng tắm	2,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	STILL HOMESTAY	6 khách · 2 Phòng ngủ · 2 phòng tắm	550,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Villa Viet Home 6	30 khách · 6 Phòng ngủ · 5 phòng tắm	2,900,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	S&C Xanh Dương - Seaview (1 bedroom, 5mins to the beach)	6 khách · 1 Phòng ngủ · 1 phòng tắm	550,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	Bắp's House - Homestay Vũng Tàu - 2 phòng ngủ - Tầng cao - View đẹp gần biển	8 khách · 2 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	Vung Tau Melody apartment - The Fives	6 khách · 2 Phòng ngủ · 1 phòng tắm	1,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Vung Tau villa Ali7B - Biệt thự Vũng tàu Ali7B	12 khách · 3 Phòng ngủ · 3 phòng tắm	3,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Vung Tau Villa Ali2 - Biệt thự Vũng Tàu Ali2	20 khách · 4 Phòng ngủ · 5 phòng tắm	2,300,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	RUBY DELUXE VILLA RD05 - D4 Đồi Ngọc Tước	22 khách · 4 Phòng ngủ · 5 phòng tắm	4,350,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Biệt thự nghỉ dưỡng biển Star Villa 05 Vũng Tàu	20 khách · 6 Phòng ngủ · 6 phòng tắm	7,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Vung Tau Villa Ali4 - Biệt thự Vũng Tàu Ali4	20 khách · 5 Phòng ngủ · 5 phòng tắm	3,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Adi Villa 8B	35 khách · 4 Phòng ngủ · 4 phòng tắm	3,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	Cony's Home 3 (2BR, city and sea view)	10 khách · 2 Phòng ngủ · 2 phòng tắm	585,000₫/đêm 650,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự · Blue Sapphire Resort Vũng Tàu	Thùy Dương Luxury Villa - Long Cung beach	25 khách · 7 Phòng ngủ · 7 phòng tắm	5,670,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Adi Villa 100	45 khách · 7 Phòng ngủ · 9 phòng tắm	6,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Adi Villa	40 khách · 5 Phòng ngủ · 5 phòng tắm	2,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự · Chung cư Sơn Thịnh	Adi Villa 196	30 khách · 5 Phòng ngủ · 5 phòng tắm	3,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Cao ốc Dịch vụ Du lịch Sơn Thịnh 2	PREMIUM BEACH CONDOTEL 3 - TOP BEST SELLER	12 khách · 12 Phòng ngủ · 3 phòng tắm	1,882,760₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự · Thanh Bình	Shell Villa	14 khách · 5 Phòng ngủ · 6 phòng tắm	4,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	MiutiCarii HomeStay - Phòng Ban Công 1 ( 3 - 8 người )	8 khách · 1 Phòng ngủ · 1 phòng tắm	500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	S&C Xanh Lá - Seaview (2 bedrooms, 5mins to the beach)	8 khách · 2 Phòng ngủ · 2 phòng tắm	700,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	CoCoHomestay - CoCo 1	2 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	CoCoHomestay - CoCo 2	6 khách · 1 Phòng ngủ · 1 phòng tắm	500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	The Imperial Vung Tau - Two Bedroom Family Suite	4 khách · 2 Phòng ngủ · 1 phòng tắm	6,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Ken's Homestay	10 khách · 1 Phòng ngủ · 2 phòng tắm	700,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Blue Sapphire Resort Vũng Tàu	[BS412] Căn hộ 3pn - Free Hồ bơi / Sát biển	9 khách · 3 Phòng ngủ · 3 phòng tắm	3,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	GRAND VILLA RESIDENCE Standard Apartment 196	2 khách · 1 Phòng ngủ · 1 phòng tắm	989,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	GRAND VILLA RESIDENCE Premium Apartment 196	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,269,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	GRAND VILLA RESIDENCE Deluxe Room 118	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,300,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Secret Garden - Moutain Room 300m to the beach	6 khách · 1 Phòng ngủ · 1 phòng tắm	600,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	AQUAVILLA - HOÀNG YẾN	20 khách · 4 Phòng ngủ · 3 phòng tắm	3,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Blue Sapphire Resort Vũng Tàu	[812] Căn hộ view biển - Hồ bơi miễn phí	15 khách · 3 Phòng ngủ · 3 phòng tắm	3,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	Bông House	12 khách · 3 Phòng ngủ · 2 phòng tắm	900,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ Studio	Big Mama Hostel - Phòng Standard với Ban công rộng hướng TP	3 khách · 1 Phòng ngủ · 1 phòng tắm	480,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Cỏ mây Boutique- Phòng công chúa (2.4)	2 khách · 1 Phòng ngủ · 1 phòng tắm	309,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Khác	SunSea Villa - Deluxe room	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Villa Vihomes Ngọc Tước	50 khách · 8 Phòng ngủ · 9 phòng tắm	4,560,000₫/đêm 4,800,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Cỏ mây Boutique- Phòng gia đình (3.2)	4 khách · 1 Phòng ngủ · 1 phòng tắm	479,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	Cỏ mây Boutique- Phòng Autumn (1.5)	4 khách · 1 Phòng ngủ · 1 phòng tắm	479,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ	XANH Homestay - Room 101	6 khách · 1 Phòng ngủ · 1 phòng tắm	400,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	SAM SAM HOUZING	8 khách · 2 Phòng ngủ · 2 phòng tắm	1,100,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Ruby Luxury Villa RL02- Villa on the beach 81 Trần Phú	20 khách · 3 Phòng ngủ · 4 phòng tắm	7,880,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Biệt Thự Adi 3	40 khách · 5 Phòng ngủ · 5 phòng tắm	2,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Căn hộ chung cư	Miraculous Sea View Apartment ( Căn hộ view biển - Cách bãi sau 5 phút đi bộ)	4 khách · 1 Phòng ngủ · 1 phòng tắm	410,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Santoni Homestay Vũng Tàu - 2 Giường 01	5 khách · 1 Phòng ngủ · 1 phòng tắm	640,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ dịch vụ · Chung cư Sơn Thịnh 3	Marvelous Sea View	10 khách · 3 Phòng ngủ · 2 phòng tắm	2,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	GerberaHome Infinity	10 khách · 3 Phòng ngủ · 4 phòng tắm	9,390,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Forny Rose Homestay Vũng Tàu	25 khách · 4 Phòng ngủ · 6 phòng tắm	3,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Vung Tau Villa Ali11 - Biệt thự Vũng Tàu Ali11	30 khách · 10 Phòng ngủ · 11 phòng tắm	3,200,000₫/đêm	Vũng Tàu, Vietnam	
Nhà riêng	Santoni Homestay Vũng Tàu - 2 Giường 02	5 khách · 1 Phòng ngủ · 1 phòng tắm	640,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Santoni Homestay Vũng Tàu - 1 Giường 06	3 khách · 1 Phòng ngủ · 1 phòng tắm	420,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Vung Tau Villa Ali6B - Biệt thự Vũng Tàu Ali6B	20 khách · 4 Phòng ngủ · 4 phòng tắm	2,800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự · Thanh Bình	Huyen Sam Luxury Pool Villa - Vung Tau	15 khách · 5 Phòng ngủ · 6 phòng tắm	8,250,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Vung Tau Villa Ali9 - Biệt thự Vũng Tàu Ali9	20 khách · 5 Phòng ngủ · 5 phòng tắm	2,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Khác	SunSea Villa - Standard room	2 khách · 1 Phòng ngủ · 1 phòng tắm	1,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Vung Tau Villa Ali10 - Biệt thự Vũng Tàu Ali10	20 khách · 5 Phòng ngủ · 5 phòng tắm	2,500,000₫/đêm	Vũng Tàu, Vietnam	
Biệt Thự	Ruby Luxury Villa RL03 - CoCo Villa Vũng Tàu	25 khách · 7 Phòng ngủ · 7 phòng tắm	7,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	Santoni Homestay Vũng Tàu - 3 Giường 01	8 khách · 1 Phòng ngủ · 1 phòng tắm	850,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Nhà riêng	HIGH Homestay	4 khách · 1 Phòng ngủ · 1 phòng tắm	260,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	BHV B924	8 khách · 2 Phòng ngủ · 2 phòng tắm	1,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Forny Rose Homestay Vũng Tàu 2	25 khách · 5 Phòng ngủ · 6 phòng tắm	2,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Vung Tau Villa Ali8B - Biệt thự Vũng Tàu Ali8B	14 khách · 5 Phòng ngủ · 4 phòng tắm	3,250,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	Pooh Homestay 7 - 2 bedrooms with city view	12 khách · 2 Phòng ngủ · 2 phòng tắm	1,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	Up's House	7 khách · 2 Phòng ngủ · 1 phòng tắm	1,100,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	3	
Căn hộ chung cư	Pooh Homestay 6 - Back Beach Apartment	14 khách · 3 Phòng ngủ · 3 phòng tắm	1,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	| NEN 5 | H.T luxury Villa 300sqm, 2sm Pool	15 khách · 5 Phòng ngủ · 7 phòng tắm	8,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Mona Villa 02	20 khách · 4 Phòng ngủ · 4 phòng tắm	5,200,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Biệt Thự	Mona Villa 04 – Dinh Thự Gần Biển	40 khách · 7 Phòng ngủ · 7 phòng tắm	5,800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư · Vũng Tàu Melody	Vung Tau BB Homestay #6 - Melody Luxury Apartment, 5min to sea	7 khách · 1 Phòng ngủ · 1 phòng tắm	392,000₫/đêm 400,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	
Căn hộ chung cư	Homestay 2 BR 2WC - 13FL - OSC LAND have swinging pool	6 khách · 2 Phòng ngủ · 2 phòng tắm	480,000₫/đêm 600,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	3	
Căn hộ chung cư	Homestay giá rẻ gần biển (Cách Bãi Sau 50m)	8 khách · 2 Phòng ngủ · 2 phòng tắm	792,000₫/đêm 990,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	3	
Căn hộ chung cư · Vũng Tàu Melody	Medoly Vũng Tàu 2 phòng ngủ	10 khách · 2 Phòng ngủ · 2 phòng tắm	799,200₫/đêm 999,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	3	
Biệt Thự	Mộc Lan Villa Hồ Bơi	22 khách · 6 Phòng ngủ · 6 phòng tắm	3,600,000₫/đêm 4,500,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	4	
Căn hộ chung cư	Apartment 3 BR - 10 Floor Sea View - 50m to the Back Beach	15 khách · 3 Phòng ngủ · 2 phòng tắm	1,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Nhà riêng	Raku HomeStay	10 khách · 3 Phòng ngủ · 2 phòng tắm	1,350,000₫/đêm 1,500,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	8	
Nhà riêng	Babylon Homestay in Vung Tau - Phòng tập thể sở hữu sân BBQ riêng	8 khách · 1 Phòng ngủ · 1 phòng tắm	650,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	3	
Nhà riêng	Babylon - Homestay nguyên căn 5 phòng ngủ sát biển Vũng Tàu	48 khách · 5 Phòng ngủ · 6 phòng tắm	1,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	4	
Căn hộ dịch vụ · Vũng Tàu Melody	Rosana Homestay- Melody Vũng tàu	12 khách · 2 Phòng ngủ · 2 phòng tắm	947,100₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	9	
Căn hộ chung cư	Homestay 3BR 2WC - OSC LAND RESINDENCE	10 khách · 3 Phòng ngủ · 2 phòng tắm	1,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	2	
Nhà riêng	Nhà phố 4pn đẹp gần biển 3 phút đi bộ	15 khách · 4 Phòng ngủ · 5 phòng tắm	1,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	2	
Căn hộ dịch vụ	Sun Sea Home 2917 - Lapen Center	8 khách · 2 Phòng ngủ · 2 phòng tắm	1,400,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	2	
Căn hộ dịch vụ · Vũng Tàu Melody	Căn hộ Vũng Tàu Melody - View đẹp - 2 phòng ngủ - cách biển 3p đi bộ | Your Homestay |	8 khách · 2 Phòng ngủ · 2 phòng tắm	320,000₫/đêm 400,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	2	
Biệt Thự	Villa Xoài Xanh (Trung Tâm TP. Vũng Tàu)	25 khách · 5 Phòng ngủ · 6 phòng tắm	3,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	3	
Nhà riêng	Babylon Homestay sát biển Bãi Sau - Phòng có bếp riêng cho 2 -6 bạn	6 khách · 1 Phòng ngủ · 1 phòng tắm	250,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	2	
Căn hộ chung cư · Vũng Tàu Melody	Vung Tau Milan Homestay with Seaview 1 (B12-14)	8 khách · 2 Phòng ngủ · 2 phòng tắm	585,000₫/đêm 650,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	8	
Căn hộ chung cư	MEDOLY VŨNG TÀU 2 Phòng Ngủ View Hồ	8 khách · 2 Phòng ngủ · 1 phòng tắm	1,112,000₫/đêm 1,390,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	4	
Căn hộ chung cư	Green House Vung Tau 3	16 khách · 2 Phòng ngủ · 3 phòng tắm	1,300,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	2	
Căn hộ chung cư	HOMESTAY 3BR 3WC - VUNG TAU BACK BEACH	12 khách · 3 Phòng ngủ · 3 phòng tắm	1,032,000₫/đêm 1,290,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	2	
Nhà riêng	Thủy Tiên's House Vũng Tàu	16 khách · 3 Phòng ngủ · 2 phòng tắm	1,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	2	
Căn hộ chung cư · Vũng Tàu Melody	Tropical House Vung Tau	12 khách · 2 Phòng ngủ · 2 phòng tắm	396,000₫/đêm 440,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	4	
Căn hộ chung cư · Vũng Tàu Melody	Nắng Homestay Vũng Tàu 2	12 khách · 2 Phòng ngủ · 2 phòng tắm	800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	3	
Căn hộ chung cư	Happyhouse 2-Seaview, Lakeview, swimming pool	7 khách · 2 Phòng ngủ · 2 phòng tắm	690,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	6	
Khác	Phòng nhóm view hồ bơi 2_ La Mer homestay	8 khách · 1 Phòng ngủ · 1 phòng tắm	1,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	2	
Căn hộ chung cư · Vũng Tàu Melody	WOW House |NEW + Near Beach + Fully Equip|	8 khách · 2 Phòng ngủ · 1 phòng tắm	360,000₫/đêm 400,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Căn hộ dịch vụ	Art Homestay Vung Tau - B4. Phòng đơn, gần Bãi trước, Trung Tâm	3 khách · 1 Phòng ngủ · 1 phòng tắm	297,500₫/đêm 350,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	2	
Khác	Phòng đôi view hồ bơi 2_ La Mer homestay	2 khách · 1 Phòng ngủ · 1 phòng tắm	500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	2	
Khác	Phòng đôi view hồ bơi 3_ La Mer homestay	2 khách · 1 Phòng ngủ · 1 phòng tắm	500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	2	
Biệt Thự	Ngôi Sao Homestay	30 khách · 4 Phòng ngủ · 5 phòng tắm	1,350,000₫/đêm 1,500,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	2	
Nhà riêng	Vung Tau Bamboo Homestay	14 khách · 3 Phòng ngủ · 2 phòng tắm	800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	9	
Biệt Thự	FAMILY HOMESTAY VILLA HỒ BƠI 4PN	20 khách · 4 Phòng ngủ · 5 phòng tắm	4,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Căn hộ dịch vụ	Vũng Tàu Melody Apartment |LUX Homestay|	8 khách · 2 Phòng ngủ · 2 phòng tắm	800,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Nhà riêng	Sunrise Boutique Homstay	30 khách · 5 Phòng ngủ · 4 phòng tắm	1,500,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Căn hộ chung cư	Căn hộ San hô Vũng Tàu - tầng 20 hướng biển	15 khách · 3 Phòng ngủ · 3 phòng tắm	1,625,000₫/đêm 2,500,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Căn hộ dịch vụ · Vũng Tàu Melody	Min House, Near Beach, New Equip...	8 khách · 2 Phòng ngủ · 1 phòng tắm	450,000₫/đêm 500,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	4	
Khác	Phòng giường đôi view bể sục, sân vườn 2 Chi Homestay	2 khách · 1 Phòng ngủ · 1 phòng tắm	350,000₫/đêm 500,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Biệt Thự · Blue Sapphire Resort Vũng Tàu	SunSea Hotel&Villa - Nguyên căn	30 khách · 5 Phòng ngủ · 6 phòng tắm	6,300,000₫/đêm 10,500,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	2	
Căn hộ chung cư	HomeAway - Melody Vung Tau	8 khách · 2 Phòng ngủ · 1 phòng tắm	480,000₫/đêm 600,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	3	
Căn hộ dịch vụ	RedDoorz Deluxe Room Near BEACH, Thang Tam Ward	2 khách · 1 Phòng ngủ · 1 phòng tắm	360,000₫/đêm 450,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Khác	Phòng nhóm view hồ bơi 1_ La Mer homestay	8 khách · 1 Phòng ngủ · 1 phòng tắm	1,000,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	1	
Căn hộ chung cư	Jenny 6 Vũng Tàu	12 khách · 2 Phòng ngủ · 2 phòng tắm	590,000₫/đêm	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	2	
Căn hộ dịch vụ	Art Homestay Vung Tau - B3. Phòng Đơn, gần Bãi Trước & Trung Tâm	3 khách · 1 Phòng ngủ · 1 phòng tắm	297,500₫/đêm 350,000₫	Vũng Tàu, Bà Rịa Vũng Tàu, Vietnam	11	
